text,source
"السلام عليكم ورحمة الله وبركاته 🤍
ان شاء الله طيبين 💙

اليوم ما حيكون في شرح الناس تراجع الفات 🤍 اذا ما ظاهر معاكم فوق دا رابط التلغرام تحت بتلقو كل الشروحات السابقة محفوظة فيه🥰♥️

https://t.me/drugawareness

و دا رابط القروب دا 
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 
٥. لبن الغنم 
٦. هل مريض السكر بيعرف قبل ما يغمى عليه؟
٧. التصرف الصحيح مع لدغة العقرب او عضة الثعبان؟ 
٨. التسمين باستخدام حبوب النجمة 


عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"1. الاسم والاسم التجاري:

الاسم العلمي: الكورتيزول (الهيدروكورتيزون هو الشكل الصناعي الشائع له)

الأسماء التجارية الشائعة:

Cortef

Solu-Cortef

Hydrocort

Cortison Acetate




---


2. كيف يعمل ودوره في جسم الإنسان:

الكورتيزول هو هرمون ستيرويدي طبيعي يُفرز من الغدة الكظرية.

وظائفه الأساسية تشمل:

١. تنظيم التمثيل الغذائي (السكر، الدهون، البروتينات).

٢. التحكم في استجابة الجسم للضغط النفسي (القتال أو الهروب).

٣. المساعدة في ضبط ضغط الدم.

٤. دعم وظائف المناعة.

٤. تقليل الالتهابات.


---


3. الآثار الجانبية لسوء الاستخدام / الاستخدام الطويل الأمد:

⭕ قد يؤدي الاستخدام المفرط أو العشوائي للكورتيزول أو مشتقاته إلى:

١. زيادة الوزن، خاصة في الوجه والبطن ومؤخرة الرقبة.

٢. متلازمة كوشينغ: اضطراب ناتج عن ارتفاع الكورتيزول.

٣. هشاشة العظام.

٤. ارتفاع ضغط الدم.

٤. تغيرات في المزاج مثل القلق والاكتئاب.

٥. ارتفاع السكر في الدم أو الإصابة بالسكري.

٦. ترقق الجلد وظهور الكدمات بسهولة.

٧. ضعف الجهاز المناعي.



---



4. أدوية أخرى قد تسبب زيادة الوزن:

 أمثلة على الأدوية

* مضادات الصرع مثل :-  حمض الفالبرويك، جابابنتين
* مضادات الاكتئاب مثل :- ميرتازابين، مثبطات السيروتونين SSRIs
* مضادات الذهان مثل :-  أولانزابين، كلوزابين
* أدوية السكري مثل :-  الإنسولين، السلفونيل يوريا
* حاصرات بيتا مثل :- ميتوبرولول، بروبرانولول
* العلاجات الهرمونية مثل :-  الكورتيزون، الإستروجين



---

5. خلاصة الكلام :- 



* الاسم :-  الكورتيزول ( الهيدروكورتيزون )
* الأسماء التجارية:- 
*  Cortef، Solu-Cortef، Hydrocort
* الوظيفة الأساسية :- تنظيم التمثيل الغذائي، وضغط الدم، والمناعة، والتعامل مع التوتر
* آلية العمل :- يرتبط بمستقبلات الجلوكوكورتيكويد وينظم الجينات لتقليل الالتهاب
* الآثار الجانبية للاستخدام الخاطئ  :- زيادة الوزن، متلازمة كوشينغ، هشاشة العظام، السكري، الاكتئاب، ضعف المناعة
* أدوية أخرى تسبب زيادة الوزن :-  حمض الفالبرويك، الإنسولين، SSRIs، مضادات الذهان، حاصرات بيتا، الكورتيزون

⚠️المعلومة الأخيرة
* ⭕ الكوريتون أصلا ما يستخدموه لزيادة الوزن دا عرض جانبي لي سوء الاستخدام ⭕
* ⭕ لا يصرف كعلاج  من غير روشتة طبية واشراف طبي ⭕

---


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
"حنتكلم عن موضوع الكورتيزول  وحبوب النجمة المأخرنو 🔥🔥
دي جزو من اشكالو المتوفرة عندنا",drugawareness
ولو في زول بيعرف صيدلية او ناس توكيلات او ممكن يوفر لينا تبرعات ادوية يتواصل معاي ونكون شاكرين ليه جدا♥️,drugawareness
واشوفكم منورين قروب المزاد🔥🔥,drugawareness
"السلام عليكم ورحمة الله وبركاته 
اسعد الله مسائكم بكل خير 🫶

الرابط دا حق قروب مزاد تابع لي دولابنا (المخزن) حق الادوية بتاعنا بتاع المنظمة في المستشفى التخصصي 
وصلنا دولاب تاني وعاوزين مساهماتكم معانا عشان نملاه 🥰 
فضلا وليس امرا اشوف الرابط في حالاتكم🥰♥️",drugawareness
"السلام عليكم ورحمة الله 🤍
أهل الخير والعطاء وآل دعم المرضي الكِرام ....
ندعوكم لمد أيديكم لها و مساندتها كم كنتم دوماً عوناً لها و سنداً..
و تعلن لجنة الدولاب بالمكتب الاجتماعي بمنظمة دعم المرضى فرعية دنقلا عن مزاد لجمع مبلغ *1,000,000 ألف* جنيه سوداني لدعم دولاب الأدوية..!!

فيا باغياً للخير أقبل..
و يا طارقاً للكرم باباً أقترب..
و تذكروا فضل الصدقة 🤍
و كان الله في عون العبد ما دام العبد في عون اخيه..💕
‏استعمل هذا الرابط للانضمام إلى مجموعتي في واتساب: https://chat.whatsapp.com/B9FVj7WwXzfDHpSoglFFg1

*رقم الحساب:*
2181427
باسم منظمة دعم المرضى 

حساب ماي كاشي :
400460702 
*لتحويل الرصيد:*
0907543344
0116197890
#ما_نقص_مالٌ_من_صدقة🤍
#فرعية_دنقلا
#منظمة_دعم_المرضى

🌹الرجاء ارسال الاشعار لاحد المشرفين ليتم حصر المبلغ🌹",drugawareness
"السلام عليكم ورحمة الله وبركاته 💙
اسعد الله اوقاتكم بكل خير 🤍

شايف ماشاء الله الناس عندها وعي بخصوص زيادة الوزن بالحبوب 
ف احنا حنكمل ليكم معلوماتكم ونتكلم بالتفصيل عن واحد من الادوية البيستعملوها البنات لزيادة الوزن الا وهي حبوب النجمة او كراع الجدادة او حبوب التسمين او حبوب الكورتيزول او اي اسم انتو عارفنو بيها 🫠
دا رابط القروب رسلو لي اي زول بتعرفوه وخلوه ينضم لينا وقولو ليهم حصلو الشروحات الاحنا بنعملها دي 💙
احنا نا احسن ناس بنشرح الأدوية لكن بنحاول قدر الامكان انو المعلومات تكون مبسطة وساهلة لي كل الناس🤍
نسال الله التوفيق والنجاح لنا ولكم ♥️

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8 


#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 
٥. لبن الغنم 
٦. هل مريض السكر بيعرف قبل ما يغمى عليه؟
٧. التصرف الصحيح مع لدغة العقرب او عضة الثعبان؟ 


عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"📌في عادة بنشوفها كتيرة في مجتمعنا السوداني، خصوصاً في المناطق الريفية:
لما زول يلدغو دبيب ، أول عقرب بيقولوا: ودوه لفلان، فلان ده بيشرب السم ..ويقوموا يودوه لفلان على أمل إنو يطلع ودي مصيبة طبعاً.🙂💔💔💔💔
يا جماعة الخير، الكلام ده خطيييييييييييير..
وعلمياً كده، ما في أي إثبات إنو زول ممكن يشرب السم من جسم إنسان تاني وينقذو، بل بالعكس، لو فعلاً حاول يمص السم بالفم، ممكن يدخل جسمو ويتسمم هو كمان.
السم بيشتغل في الدم والأنسجة، وما ممكن زول يسحبوا عاااادي كده من غيرو ، واللي بيحصل عادة، إنو الجسم مرات يقدر يقاوم بقدرة ربانية، أو السم كان ضعيف، أو اللدغة ما كانت عميقة، فيقوم المصاب يقول:
فلان أنقذني . 😅
#لكن الحقيقة:
فلان ما عمل ليك حاجة، وجسمك هو البقاوم، أو ربنا لطف بيك.
الدبيب لما يلدغ زول، السم البضخو في الجسم ممكن يسبب:
- شلل في العضلات.
- توقف في التنفس.
- نزيف داخلي.
- فشل كلوي.
- وممكن يؤدي للوفاة في ساعات قليلة.
▪طيب المفروض يحصل شنو في حالة لدغة الدبيب؟
- نضف مكان اللدغة بالموية والصابون وأخلع اي ملابس ضيقة حول المنطقة قبل يظهر التورم.
- راقب العلامات الحيوية (النبض، التنفس، الضغط، الحرارة) كل فترة، عشان لو حصلت أي مشكلة تلحقوها بدري وتتصرفوا سريع.
- أي حالة لدغة لازم تمشي بيها المستشفى..
هناك بيحددوا نوع السم ويعالجو المصاب بمصل مناسب
وكل دقيقة بتتأخر فيها، ممكن تكون سبب في تدهور حالتك أو فقدان حياتك.
▪حاجات مهم تتجنبها لو اتلدغت :
1-ما تربط محل اللدغة بأي حاجة ، وما تخت عليه تلج، الحاجات دي ممكن تزيد الوضع سوء.
2-ما تفتح الجرح ولا تحاول تطلع السم بخشمك(بالفم) أو بسكين، دي حركات ممكن تسبب مشاكل أكتر.
3-ما تشرب حاجات فيها كافيين زي القهوة، ولا كحول، لأنو بتأثر على الجسم وبتخلي السم ينتشر أسرع.
4-ما تاخد مسكنات زي الأسبرين أو البروفين ، لأنو ممكن تسبب نزيف أو تعقّد الحالة.
#ملاحظة:
في حالة لدغة العقرب بعد تغسل مكان الاصابة بالموية والصابون، لف ليك تلجة في قماشة وختها في محل الإصابة لمدة 10 دقايق، بعد داك شيلها 10 دقايق، وكرر الحكاية دي كذا مرة، الطريقة دي بتقلل التورم وبتساعد في تقليل انتشار السم في الدم.


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8



#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
ما هو التصرف الصحيح مع لدغة العقرب 🦂  او عضة الثعبان 🐍  ؟؟؟,drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 
٥. لبن الغنم 
٦. هل مريض السكر بيعرف قبل ما يغمى عليه؟


عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"📌 هل مريض السكر بيقدر يعرف إنو ح يغمى عليه؟
وكيف يقدر يتصرف لو كان براهو؟
▪️خت في بالك انو مريض السكر  تحذيرية.
 الأعراض البتحصل قبل الإغماء ممكن تكون:
- رجفة في اليدين أو الجسم. 
- عرق شديد حتى لو الجو بارد. 
- دوخة وعدم توازن. 
- تسارع في ضربات القلب. 
- جوع مفاجئ وما طبيعي. 
- زغللة في النظر أو عدم وضوح. 
- تنميل في اللسان أو الشفايف. 
- تغيّر في التصرفات: عصبية، نرفزة، أو حتى بكاء بدون سبب. 
- صداع مفاجئ.
▪️طيب المفروض يعمل شنو؟
- أول حاجة يتصل على أقرب شخص ليه ويقول ليه انا تعبان وتعال بسرعة
- تاني حاجة ياكل اي حاجة فيها سكر (حلاوة، عصير، سكر مكعبات، تمرتين تلاتة). بعد 10 دقايق، لو ما اتحسن، ياخد تاني.
- ولو فقد الوعي الشخص اللي معاه يمشي المستشفى فوراً.",drugawareness
حأنشر مواضيع ظريفة وبسيطة كدا اليومين الجايات دي ان شاء الله لحد ما أجهز موضوع الكورتيزول 🔥,drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 
٥. لبن الغنم 

عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"معلومة عالسريع 🔥

:ازيك ي لبن الغنم

=اهلين وسهلين

:صحي بتشبه لبن الام؟!

=ياتو ام؟!

:ام الجنين..يعني بتشبه اللبن بتاعها شان نديك لي ولدها الرضيع؟!

=سخل هو؟!

:شنو؟!

=سخل هو؟! ولدها ده سخل؟!

:وضح اكتر ي لبن الغنم...

=ما بوضح ي زول...الكلام ده واضح..لو هو سخل...ادوهو ليهو قبل يتم سنة..ما تم سنة... ماتدوهو ليهو...وماف شي بيشبه لبن محاسن الا لبن محاسن ذاتو...او حاجات قريبة ليهو وهي تركيبات اللبن بتاعت الصيدليات...

:وانت؟!

=انا للسخلان...مفرد سخل...وهو رضيع الغنماية... لانو لو اديتوني للشافع وهو ماتم سنة بعمل ليهو مشاكل معدة...وسوء تغذية...ومشاكل هضم...😔

وقعت؟!

:ايوا وقعت..

#منقول 

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8

#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 

عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
الموضوع حيكون طويل شوية ف انا حقسمو على مرتين ان شاء الله ولو احتاج لي زيادة حيكون على ٣ مرات 🤍,drugawareness
"السلام عليكم ورحمة الله وبركاته 💙
اسعد الله اوقاتكم بكل خير 🤍

شايف ماشاء الله الناس عندها وعي بخصوص زيادة الوزن بالحبوب 
ف احنا حنكمل ليكم معلوماتكم ونتكلم بالتفصيل عن واحد من الادوية البيستعملوها البنات لزيادة الوزن الا وهي حبوب النجمة او كراع الجدادة او حبوب التسمين او حبوب الكورتيزول او اي اسم انتو عارفنو بيها 🫠
دا رابط القروب رسلو لي اي زول بتعرفوه وخلوه ينضم لينا وقولو ليهم حصلو الشروحات الاحنا بنعملها دي 💙
احنا نا احسن ناس بنشرح الأدوية لكن بنحاول قدر الامكان انو المعلومات تكون مبسطة وساهلة لي كل الناس🤍
نسال الله التوفيق والنجاح لنا ولكم ♥️

https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8 


#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
"معلومة عالسريع كدا عن الميتفورمين 🔥 

🟢عُطلة الميتفورمين❗

من الآثار الجانبية الأكثر شيوعًا للميتفورمين (منظم السكري) هي آثار الجهاز الهضمي؛ مثل الشعور بطعم معدني في الفم، وفقدان الشهية الخفيف، والغثيان، وعدم الراحة في البطن، وفي بعض الأحيان الإسهال. 
لكن في الغالب قد تكون هذه الأعراض خفيفة وعابرة وقابلة للزوال بعد تقليل الجرعة أو إيقاف الدواء. 
وعشان نقلل الأعراض دي قاعدين نقول ليكم تبلعوا الميتفورمين مع الأكل♥

طبعاً بالرغم من إنو أغلب المرضي بستحملو الميتفورمين عادي بدون أي مشاكل، إلا أن بعض المرضى الذين يتناولون الميتفورمين ربما يصابون بآثار جانبية هضمية معوية، وربما تظهر هذه الآثار بعد سنين من الاستخدام. يعني لا تستغرب اذا جاء مريض بشتكي من إنو الميتفورمين أصبح عامل ليه مشاكل في البطن بالرغم من إنو كان بستخدمو من سنتين أو ثلاثة سنة في أمانة الله بدون أي مشاكل. 
في حالة حدوث هذه الأعراض الهضمية أثناء تناول الميتفورمين، فأول تدخل طبي هو إيقاف تناول الميتفورمين (Meformin Holiday) لعدة أيام، مما قد يؤدي إلى زوال هذه الأعراض، وبعد فترة الأيام دي من عدم استخدام الميتفورمين، يمكن استئناف الميتفورمين بنجاح والمريض يرجع يبلعو تاني بنفس الجرعة أو بجرعة أقل.. ودي إسمها عُطلة الميتفورمين، يكون تحت إشراف الطبيب المختص، ومرضى كتيرين بتنجح معاهم عطلة الميتفورمين دي.


https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8 



#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
في زول عندو فكرة اقلام اللانتوس حقت السكري لو قعدت في الجو العادي بدون تلاجة بتتاثر ولا لأ ؟,drugawareness
"""الدورة الشهرية وآلامها... هل تعلمين أن عاداتكِ اليومية قد تكون السبب؟ 🤔""

سمية وسعاد شقيقتان... نفس الأب 👨‍👩‍👧‍👧، نفس الأم، وتعيشان في نفس المنزل... ولكن ليست لهما نفس العادات!

سمية عند قدوم الدورة الشهرية، تعاني بشدة 😖، لا تستطيع حتى الوقوف من شدة الألم... تلجأ إلى مسكنات الألم 💊، وكمادات الماء الساخن ♨️، ورغم ذلك، لا تعاني من أي مرض عضوي يفسر هذه الأوجاع!

أما سعاد، فلا تشعر بشيء إطلاقاً 😌... فقط تتابع التاريخ وتحسب 28 يومًا لتعرف موعد الدورة بدقة ⏳.

فما هو سبب آلام الدورة الشهرية؟ 🤷‍♀️
ولماذا تعاني بعض الفتيات منها، بينما أخريات لا يشعرن بشيء؟ 🤔

والأهم من ذلك، كيف يمكن أن تكون عاداتكِ اليومية أنتِ السبب الرئيسي في هذه الآلام؟ 🧘‍♀️🍔🚶‍♀️",drugawareness
"الادوية التي تم شرحها :- 
١. سامكسون
٢. بروتك او السيفيبيم 
٣. الفلاجيل
٤. البنادول 
٥. أوستيو كير 
٦. ميروبينم
٧. جنتامايسين 
٨. اللازكس 
٩. بانتوبرازول 
١٠. فنتولين
١١. ماكزيل 
١٢. أسبرين 
١٣. اجيال السيفالوسبورين 
١٤. عوائل المضادات الحيوية 
١٥. عائلة البنسلينات 
١٦. الأموكسيسيلين 
١٧. الأموكلان
١٨. الميتفورمين 
١٩. ليفوفلوكساسين 
٢٠. سيبروفلوكساسين 
٢١. الانتي هستامين (حبوب الحساسية)
٢٢. الأوندان استيرون
٢٣. الميتوكلوبرومايد 
٢٤. مضادات التخثر 
٢٥. مضادات الصفيحات
٢٦. مضادات التجلط
٢٧. الهيدروكورتيزون
٢٨. ملح التروية 
٢٩. ميبيندازول




الحالات المرضية التم شرحها :- 
١. مرض ابو عديلات
٢. الكوليرا 
٣. الاسهال
٤. الاستفراغ 
٥. الكحة


مواضيع أخرى تم شرحها :-
١. كيف تكسر انبولة الدواء بي امان ؟
٢. كيف تقرا الروشتة ؟
٣. افضل درب لغيار الجروح ؟
٤. آلام الدورة الشهرية 

عشان الكلام ما يكتر وكدا بالنسبة للناس الدخلو جداد ادخلو القناة ✨

قناة التلغرام 
https://t.me/drugawareness

قروب الواتس
https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8",drugawareness
"📌 ليه بيحصل ألم الدورة الشهرية؟

خليك عارفة إنو الوجع البتحسي بيهو وقت الدورة ما ساي كده بدون سبب.. الموضوع وراهو علم بسيط ومهم تفهميه، عشان تعرفي تتصرفي صح.
ألم الدورة الشهرية ما شي غريب، هو دليل على إنو جسمك شغّال طبيعي، لكن مهم تراقبي شدة الألم ومدتو، ولو حسّيتي في شي ما طبيعي، أفحصي لأنو صحتك أولى.  
▪️طيب الحاصل شنو جوة جسمك؟
في كل دورة شهرية، الجسم بيكون مجهز نفسو لحمل محتمل، يعني الرحم بيجهز بطانة داخلية سميكة، عشان لو حصل تلقيح للبويضة، تلقى ليها مكان تتثبت فيه.
لكن لما ما يحصل حمل، الجسم بيقرر يتخلص من البطانة دي.
والتخلص ده ما بيحصل ساي، لازم الرحم ينقبض عشان يدفع البطانة دي تطلع مع الدم.. والانقباضات دي هي السبب الرئيسي في الألم.
▪️ طيب، ليه مرات الألم بيكون زااايد؟
السبب الأساسي هو مادة في الجسم اسمها:
بروستاجلاندين (Prostaglandin)
دي مادة بتُفرز قبل وأثناء الدورة، وهي البتخلي الرحم ينقبض.
كل ما زادت كمية البروستاجلاندين في جسمك، الانقباضات حتكون أقوى، والألم حيكون أوضح وأصعب.
عشان كده البنات المختلفات، الألم عندهم بيكون بدرجات مختلفة، حسب حساسية أجسامهم ومستوى البروستاجلاندين.
▪️طيب الألم ده بيكون شكله كيف؟
- وجع في أسفل البطن. 
- ممكن يمتد للظهر أو الفخذ. 
- إحساس بالتقلص أو الطعن. 
- أحياناً يصاحبو غثيان أو دوخة أو صداع خفيف. 
▪️ هل الألم ده طبيعي؟
أيوة، لو الألم ما شدييييد، وبيتحسن بالمسكنات، وبيستمر كم يوم بس من بداية الدورة يعتبر طبيعي... 
لكن، لو الألم قوي جداً لدرجة يمنعك من الدراسة أو الشغل، أو يخليكِ ما تقدري تتحركي، او ما بيخليك تمارسي نشاطاتك بشكل طبيعي هنا لازم تمشي للدكتور.
#لأنو ممكن يكون في مشاكل زي:
– بطانة الرحم المهاجرة. 
– تكيس المبايض. 
– التهابات مزمنة. 
– ألياف رحمية. 
▪️طيب كيف تخففي الألم؟
- أعملي كمادات دافية على البطن. 
- أشربي سوائل دافية (زنجبيل، نعناع)
- قللي من القهوة والمشروبات الغازية. 
- المشي الخفيف أو تمارين بسيطة. 
- استخدام مسكنات خفيفة.



https://chat.whatsapp.com/Glunz8IK8dR3qn0Rt9M7l8


#لجنة_الدولاب
#المكتب_الاجتماعي 
#فرعية_دنقلا 
#منظمة_دعم_المرضى",drugawareness
📌 ليه بيحصل ألم الدورة الشهرية؟,drugawareness
"اليوم حنتكلم عن اخر موضوع من سلسلتنا
آلام الدورة الشهرية وعلاجها 💕",drugawareness
